Date;Hour;Session;Price - PT [€/MWh];Price - ES [€/MWh]
2017-11-03;16;6;55,82;55,82
2017-11-03;17;6;56,91;56,91
2017-11-03;18;6;63,55;63,55
2017-11-03;19;6;65,99;65,99
2017-11-03;20;6;67,05;67,05
2017-11-03;21;6;61,90;61,90
2017-11-03;22;6;62,50;62,50
2017-11-03;23;6;61,39;61,39
2017-11-03;24;6;59,68;59,68
2017-11-03;22;7;62,69;62,69
2017-11-03;23;7;62,42;62,42
2017-11-03;24;7;51,71;51,71
2017-11-04;1;0;60,43;60,43
2017-11-04;2;0;55,00;55,00
2017-11-04;3;0;50,99;50,99
2017-11-04;4;0;50,03;50,03
2017-11-04;5;0;49,75;49,75
2017-11-04;6;0;49,75;49,75
2017-11-04;7;0;50,00;50,00
2017-11-04;8;0;53,89;53,89
2017-11-04;9;0;57,97;57,97
2017-11-04;10;0;61,61;61,61
2017-11-04;11;0;62,69;62,69
2017-11-04;12;0;62,61;62,61
2017-11-04;13;0;61,84;61,84
2017-11-04;14;0;61,61;61,61
2017-11-04;15;0;60,53;60,53
2017-11-04;16;0;49,59;49,59
2017-11-04;17;0;45,11;45,11
2017-11-04;18;0;47,65;47,65
2017-11-04;19;0;60,51;60,51
2017-11-04;20;0;56,26;56,26
2017-11-04;21;0;52,54;52,54
2017-11-04;22;0;47,30;47,30
2017-11-04;23;0;44,54;44,54
2017-11-04;24;0;41,69;41,69
2017-11-04;1;1;57,50;57,50
2017-11-04;2;1;52,34;52,34
2017-11-04;3;1;48,78;48,78
2017-11-04;4;1;47,66;47,66
2017-11-04;5;1;47,10;47,10
2017-11-04;6;1;46,90;46,90
2017-11-04;7;1;48,01;48,01
2017-11-04;8;1;50,59;50,59
2017-11-04;9;1;53,78;53,78
2017-11-04;10;1;57,48;57,48
2017-11-04;11;1;60,69;60,69
2017-11-04;12;1;60,17;60,17
2017-11-04;13;1;59,86;59,86
2017-11-04;14;1;58,61;58,61
2017-11-04;15;1;60,34;60,34
2017-11-04;16;1;49,59;49,59
2017-11-04;17;1;46,66;46,66
2017-11-04;18;1;47,66;47,66
2017-11-04;19;1;60,32;60,32
2017-11-04;20;1;54,87;54,87
2017-11-04;21;1;51,54;51,54
2017-11-04;22;1;49,63;49,63
2017-11-04;23;1;47,04;47,04
2017-11-04;24;1;43,69;43,69
2017-11-04;1;2;55,00;55,00
2017-11-04;2;2;50,10;50,10
2017-11-04;3;2;46,11;46,11
2017-11-04;4;2;46,11;46,11
2017-11-04;5;2;46,25;46,25
2017-11-04;6;2;46,75;46,75
2017-11-04;7;2;48,13;48,13
2017-11-04;8;2;50,54;50,54
2017-11-04;9;2;49,00;49,00
2017-11-04;10;2;56,69;56,69
2017-11-04;11;2;60,69;60,69
2017-11-04;12;2;59,86;59,86
2017-11-04;13;2;59,45;59,45
2017-11-04;14;2;58,62;58,62
2017-11-04;15;2;59,85;59,85
2017-11-04;16;2;45,58;45,58
2017-11-04;17;2;44,00;44,00
2017-11-04;18;2;46,15;46,15
2017-11-04;19;2;60,51;60,51
2017-11-04;20;2;54,37;54,37
2017-11-04;21;2;52,05;52,05
2017-11-04;22;2;49,53;49,53
2017-11-04;23;2;47,43;47,43
2017-11-04;24;2;43,19;43,19
2017-11-04;5;3;42,60;42,60
2017-11-04;6;3;40,11;40,11
2017-11-04;7;3;42,60;42,60
2017-11-04;8;3;48,89;48,89
2017-11-04;9;3;48,58;48,58
2017-11-04;10;3;56,71;56,71
2017-11-04;11;3;59,69;59,69
2017-11-04;12;3;58,69;58,69
2017-11-04;13;3;58,69;58,69
2017-11-04;14;3;57,69;57,69
2017-11-04;15;3;56,78;56,78
2017-11-04;16;3;43,59;43,59
2017-11-04;17;3;41,60;41,60
2017-11-04;18;3;43,65;43,65
2017-11-04;19;3;59,12;59,12
2017-11-04;20;3;51,37;51,37
2017-11-04;21;3;50,52;50,52
2017-11-04;22;3;47,30;47,30
2017-11-04;23;3;44,54;44,54
2017-11-04;24;3;41,69;41,69
2017-11-04;8;4;43,10;43,10
2017-11-04;9;4;42,10;42,10
2017-11-04;10;4;58,53;58,53
2017-11-04;11;4;58,69;58,69
2017-11-04;12;4;58,71;58,71
2017-11-04;13;4;60,84;60,84
2017-11-04;14;4;59,67;59,67
2017-11-04;15;4;57,50;57,50
2017-11-04;16;4;44,10;44,10
2017-11-04;17;4;40,11;40,11
2017-11-04;18;4;43,90;43,90
2017-11-04;19;4;60,00;60,00
2017-11-04;20;4;50,26;50,26
2017-11-04;21;4;49,90;49,90
2017-11-04;22;4;47,30;47,30
2017-11-04;23;4;44,54;44,54
2017-11-04;24;4;42,69;42,69
2017-11-04;12;5;57,69;57,69
2017-11-04;13;5;59,84;59,84
2017-11-04;14;5;57,91;57,91
2017-11-04;15;5;60,34;60,34
2017-11-04;16;5;44,59;44,59
2017-11-04;17;5;42,21;42,21
2017-11-04;18;5;44,00;44,00
2017-11-04;19;5;59,00;59,00
2017-11-04;20;5;53,58;53,58
2017-11-04;21;5;48,58;48,58
2017-11-04;22;5;47,30;47,30
2017-11-04;23;5;44,54;44,54
2017-11-04;24;5;41,69;41,69
2017-11-04;16;6;45,59;45,59
2017-11-04;17;6;40,98;40,98
2017-11-04;18;6;41,50;41,50
2017-11-04;19;6;58,22;58,22
2017-11-04;20;6;51,03;51,03
2017-11-04;21;6;49,99;49,99
2017-11-04;22;6;51,00;51,00
2017-11-04;23;6;47,33;47,33
2017-11-04;24;6;43,95;43,95
2017-11-04;22;7;51,27;51,27
2017-11-04;23;7;44,64;44,64
2017-11-04;24;7;41,69;41,69
2017-11-05;1;0;44,06;44,06
2017-11-05;2;0;38,18;38,18
2017-11-05;3;0;33,33;31,00
2017-11-05;4;0;32,81;25,81
2017-11-05;5;0;32,81;23,86
2017-11-05;6;0;32,81;25,00
2017-11-05;7;0;32,81;25,23
2017-11-05;8;0;30,59;29,00
2017-11-05;9;0;32,81;32,00
2017-11-05;10;0;36,70;36,70
2017-11-05;11;0;38,12;37,00
2017-11-05;12;0;41,16;38,90
2017-11-05;13;0;42,08;41,73
2017-11-05;14;0;44,06;39,70
2017-11-05;15;0;42,04;36,66
2017-11-05;16;0;40,76;33,96
2017-11-05;17;0;36,25;35,00
2017-11-05;18;0;41,82;41,82
2017-11-05;19;0;60,43;60,43
2017-11-05;20;0;61,49;61,49
2017-11-05;21;0;59,85;59,85
2017-11-05;22;0;60,63;60,63
2017-11-05;23;0;59,69;59,69
2017-11-05;24;0;47,41;47,41
2017-11-05;1;1;44,07;44,07
2017-11-05;2;1;41,18;41,18
2017-11-05;3;1;35,01;35,01
2017-11-05;4;1;37,81;25,81
2017-11-05;5;1;37,81;23,86
2017-11-05;6;1;32,81;25,00
2017-11-05;7;1;32,81;27,00
2017-11-05;8;1;30,59;30,50
2017-11-05;9;1;33,10;33,10
2017-11-05;10;1;41,70;41,70
2017-11-05;11;1;42,49;42,49
2017-11-05;12;1;42,49;42,49
2017-11-05;13;1;45,23;45,23
2017-11-05;14;1;44,06;43,30
2017-11-05;15;1;44,03;43,00
2017-11-05;16;1;42,49;35,06
2017-11-05;17;1;42,49;36,77
2017-11-05;18;1;44,75;44,75
2017-11-05;19;1;61,09;61,09
2017-11-05;20;1;63,99;63,99
2017-11-05;21;1;57,85;57,85
2017-11-05;22;1;59,62;59,62
2017-11-05;23;1;57,69;57,69
2017-11-05;24;1;44,79;44,79
2017-11-05;1;2;43,50;43,50
2017-11-05;2;2;42,49;42,49
2017-11-05;3;2;36,50;36,50
2017-11-05;4;2;42,49;24,00
2017-11-05;5;2;31,82;22,36
2017-11-05;6;2;33,81;25,00
2017-11-05;7;2;34,06;34,06
2017-11-05;8;2;39,15;39,15
2017-11-05;9;2;40,50;40,50
2017-11-05;10;2;42,59;42,59
2017-11-05;11;2;43,00;43,00
2017-11-05;12;2;43,30;43,30
2017-11-05;13;2;45,73;45,73
2017-11-05;14;2;43,50;43,50
2017-11-05;15;2;43,30;43,30
2017-11-05;16;2;42,49;38,46
2017-11-05;17;2;42,49;39,20
2017-11-05;18;2;43,00;43,00
2017-11-05;19;2;62,69;62,69
2017-11-05;20;2;64,48;64,48
2017-11-05;21;2;59,85;59,85
2017-11-05;22;2;61,62;61,62
2017-11-05;23;2;59,69;59,69
2017-11-05;24;2;45,41;45,41
2017-11-05;5;3;32,31;19,30
2017-11-05;6;3;42,50;20,00
2017-11-05;7;3;42,50;40,10
2017-11-05;8;3;42,50;42,10
2017-11-05;9;3;41,10;41,10
2017-11-05;10;3;42,50;42,50
2017-11-05;11;3;43,00;43,00
2017-11-05;12;3;42,10;42,10
2017-11-05;13;3;43,73;43,73
2017-11-05;14;3;45,06;43,00
2017-11-05;15;3;42,80;42,80
2017-11-05;16;3;41,76;38,00
2017-11-05;17;3;38,20;38,20
2017-11-05;18;3;42,40;42,40
2017-11-05;19;3;60,48;60,48
2017-11-05;20;3;62,89;62,89
2017-11-05;21;3;58,90;58,90
2017-11-05;22;3;61,00;61,00
2017-11-05;23;3;57,82;57,82
2017-11-05;24;3;45,11;45,11
2017-11-05;8;4;40,50;40,50
2017-11-05;9;4;40,85;40,85
2017-11-05;10;4;39,69;39,69
2017-11-05;11;4;42,00;42,00
2017-11-05;12;4;40,91;40,91
2017-11-05;13;4;44,73;44,73
2017-11-05;14;4;43,69;42,68
2017-11-05;15;4;41,79;41,79
2017-11-05;16;4;40,51;34,69
2017-11-05;17;4;40,50;35,90
2017-11-05;18;4;41,82;41,82
2017-11-05;19;4;60,43;60,43
2017-11-05;20;4;62,89;62,89
2017-11-05;21;4;58,90;58,90
2017-11-05;22;4;60,64;60,64
2017-11-05;23;4;57,69;57,69
2017-11-05;24;4;45,11;45,11
2017-11-05;12;5;45,90;45,90
2017-11-05;13;5;47,70;47,70
2017-11-05;14;5;46,00;46,00
2017-11-05;15;5;45,16;45,16
2017-11-05;16;5;38,50;38,50
2017-11-05;17;5;38,80;38,80
2017-11-05;18;5;43,00;43,00
2017-11-05;19;5;60,43;60,43
2017-11-05;20;5;61,50;61,50
2017-11-05;21;5;60,35;60,35
2017-11-05;22;5;60,64;60,64
2017-11-05;23;5;59,69;59,69
2017-11-05;24;5;45,50;45,50
2017-11-05;16;6;42,51;40,30
2017-11-05;17;6;42,51;41,00
2017-11-05;18;6;48,40;48,40
2017-11-05;19;6;60,43;60,43
2017-11-05;20;6;62,72;62,72
2017-11-05;21;6;59,85;59,85
2017-11-05;22;6;60,63;60,63
2017-11-05;23;6;59,69;59,69
2017-11-05;24;6;44,74;44,74
2017-11-05;22;7;62,77;62,77
2017-11-05;23;7;62,57;62,57
2017-11-05;24;7;47,41;47,41
2017-11-06;1;0;45,15;45,15
2017-11-06;2;0;42,25;42,25
2017-11-06;3;0;35,60;35,50
2017-11-06;4;0;38,15;35,50
2017-11-06;5;0;38,15;35,31
2017-11-06;6;0;41,15;41,15
2017-11-06;7;0;51,52;51,52
2017-11-06;8;0;62,58;62,58
2017-11-06;9;0;62,00;62,00
2017-11-06;10;0;61,00;61,00
2017-11-06;11;0;58,48;58,48
2017-11-06;12;0;56,69;56,69
2017-11-06;13;0;56,69;56,69
2017-11-06;14;0;57,00;57,00
2017-11-06;15;0;57,69;57,69
2017-11-06;16;0;57,60;57,60
2017-11-06;17;0;58,48;58,48
2017-11-06;18;0;61,00;61,00
2017-11-06;19;0;62,99;62,99
2017-11-06;20;0;65,26;65,26
2017-11-06;21;0;65,58;65,58
2017-11-06;22;0;63,47;63,47
2017-11-06;23;0;61,52;61,52
2017-11-06;24;0;57,10;57,10
2017-11-06;1;1;47,50;47,50
2017-11-06;2;1;44,25;44,25
2017-11-06;3;1;39,50;39,50
2017-11-06;4;1;41,50;41,50
2017-11-06;5;1;40,75;40,75
2017-11-06;6;1;43,84;43,84
2017-11-06;7;1;51,52;51,52
2017-11-06;8;1;64,08;64,08
2017-11-06;9;1;62,00;62,00
2017-11-06;10;1;60,02;60,02
2017-11-06;11;1;56,78;56,78
2017-11-06;12;1;55,06;55,06
2017-11-06;13;1;55,54;55,54
2017-11-06;14;1;55,84;55,84
2017-11-06;15;1;56,69;56,69
2017-11-06;16;1;56,58;56,58
2017-11-06;17;1;56,94;56,94
2017-11-06;18;1;57,69;57,69
2017-11-06;19;1;62,62;62,62
2017-11-06;20;1;64,69;64,69
2017-11-06;21;1;65,48;65,48
2017-11-06;22;1;64,25;64,25
2017-11-06;23;1;60,93;60,93
2017-11-06;24;1;56,10;56,10
2017-11-06;1;2;47,68;47,68
2017-11-06;2;2;46,45;46,45
2017-11-06;3;2;39,51;39,51
2017-11-06;4;2;41,10;41,10
2017-11-06;5;2;38,15;38,15
2017-11-06;6;2;43,14;43,14
2017-11-06;7;2;50,54;50,54
2017-11-06;8;2;64,23;64,23
2017-11-06;9;2;63,37;63,37
2017-11-06;10;2;61,45;61,45
2017-11-06;11;2;57,88;57,88
2017-11-06;12;2;55,69;55,69
2017-11-06;13;2;55,50;55,50
2017-11-06;14;2;56,16;56,16
2017-11-06;15;2;57,09;57,09
2017-11-06;16;2;57,58;57,58
2017-11-06;17;2;57,62;57,62
2017-11-06;18;2;57,70;57,70
2017-11-06;19;2;62,99;62,99
2017-11-06;20;2;65,26;65,26
2017-11-06;21;2;65,58;65,58
2017-11-06;22;2;64,27;64,27
2017-11-06;23;2;61,93;61,93
2017-11-06;24;2;57,10;57,10
2017-11-06;5;3;42,31;42,31
2017-11-06;6;3;45,00;45,00
2017-11-06;7;3;51,53;51,53
2017-11-06;8;3;60,00;60,00
2017-11-06;9;3;60,00;60,00
2017-11-06;10;3;60,00;60,00
2017-11-06;11;3;57,79;57,79
2017-11-06;12;3;56,69;56,69
2017-11-06;13;3;57,00;57,00
2017-11-06;14;3;57,50;57,50
2017-11-06;15;3;57,69;57,69
2017-11-06;16;3;56,60;56,60
2017-11-06;17;3;57,48;57,48
2017-11-06;18;3;58,65;58,65
2017-11-06;19;3;62,99;62,99
2017-11-06;20;3;65,26;65,26
2017-11-06;21;3;65,58;65,58
2017-11-06;22;3;63,40;63,40
2017-11-06;23;3;60,52;60,52
2017-11-06;24;3;56,10;56,10
2017-11-06;8;4;60,00;60,00
2017-11-06;9;4;59,69;59,69
2017-11-06;10;4;60,10;60,10
2017-11-06;11;4;57,79;57,79
2017-11-06;12;4;55,69;55,69
2017-11-06;13;4;56,49;56,49
2017-11-06;14;4;57,00;57,00
2017-11-06;15;4;57,50;57,50
2017-11-06;16;4;56,60;56,60
2017-11-06;17;4;57,48;57,48
2017-11-06;18;4;58,65;58,65
2017-11-06;19;4;62,82;62,82
2017-11-06;20;4;64,94;64,94
2017-11-06;21;4;65,51;65,51
2017-11-06;22;4;63,40;63,40
2017-11-06;23;4;59,93;59,93
2017-11-06;24;4;56,10;56,10
2017-11-06;12;5;57,19;57,19
2017-11-06;13;5;55,69;55,69
2017-11-06;14;5;56,00;56,00
2017-11-06;15;5;56,69;56,69
2017-11-06;16;5;55,60;55,60
2017-11-06;17;5;55,94;55,94
2017-11-06;18;5;56,73;56,73
2017-11-06;19;5;61,19;61,19
2017-11-06;20;5;63,36;63,36
2017-11-06;21;5;65,50;65,50
2017-11-06;22;5;63,47;63,47
2017-11-06;23;5;59,69;59,69
2017-11-06;24;5;55,10;55,10
2017-11-06;16;6;58,61;58,61
2017-11-06;17;6;58,13;58,13
2017-11-06;18;6;60,22;60,22
2017-11-06;19;6;62,21;62,21
2017-11-06;20;6;65,26;65,26
2017-11-06;21;6;65,68;65,68
2017-11-06;22;6;63,00;63,00
2017-11-06;23;6;60,89;60,89
2017-11-06;24;6;57,00;57,00
2017-11-06;22;7;60,47;60,47
2017-11-06;23;7;59,69;59,69
2017-11-06;24;7;49,20;49,20
2017-11-07;1;0;52,67;52,67
2017-11-07;2;0;50,00;50,00
2017-11-07;3;0;47,49;47,49
2017-11-07;4;0;46,44;45,70
2017-11-07;5;0;46,44;45,01
2017-11-07;6;0;49,00;49,00
2017-11-07;7;0;58,10;58,10
2017-11-07;8;0;62,79;62,79
2017-11-07;9;0;63,63;63,63
2017-11-07;10;0;63,69;63,69
2017-11-07;11;0;63,00;63,00
2017-11-07;12;0;62,05;62,05
2017-11-07;13;0;62,58;62,58
2017-11-07;14;0;61,55;61,55
2017-11-07;15;0;60,52;60,52
2017-11-07;16;0;59,99;59,99
2017-11-07;17;0;58,07;58,07
2017-11-07;18;0;59,59;59,59
2017-11-07;19;0;61,88;61,88
2017-11-07;20;0;63,45;63,45
2017-11-07;21;0;63,36;63,36
2017-11-07;22;0;60,33;60,33
2017-11-07;23;0;60,53;60,53
2017-11-07;24;0;56,98;56,98
2017-11-07;1;1;50,17;50,17
2017-11-07;2;1;49,00;49,00
2017-11-07;3;1;46,50;46,50
2017-11-07;4;1;44,70;44,70
2017-11-07;5;1;44,45;44,03
2017-11-07;6;1;48,00;48,00
2017-11-07;7;1;56,60;56,60
2017-11-07;8;1;63,35;63,35
2017-11-07;9;1;64,01;64,01
2017-11-07;10;1;64,19;64,19
2017-11-07;11;1;63,57;63,57
2017-11-07;12;1;63,17;63,17
2017-11-07;13;1;63,57;63,57
2017-11-07;14;1;63,57;63,57
2017-11-07;15;1;62,12;62,12
2017-11-07;16;1;59,99;59,99
2017-11-07;17;1;58,25;58,25
2017-11-07;18;1;59,59;59,59
2017-11-07;19;1;63,35;63,35
2017-11-07;20;1;64,01;64,01
2017-11-07;21;1;63,79;63,79
2017-11-07;22;1;62,99;62,99
2017-11-07;23;1;60,53;60,53
2017-11-07;24;1;58,70;58,70
2017-11-07;1;2;47,49;47,49
2017-11-07;2;2;48,00;48,00
2017-11-07;3;2;46,99;46,99
2017-11-07;4;2;46,44;43,00
2017-11-07;5;2;46,44;43,00
2017-11-07;6;2;47,49;47,49
2017-11-07;7;2;57,12;57,12
2017-11-07;8;2;62,79;62,79
2017-11-07;9;2;64,01;64,01
2017-11-07;10;2;65,23;65,23
2017-11-07;11;2;64,00;64,00
2017-11-07;12;2;63,57;63,57
2017-11-07;13;2;63,79;63,79
2017-11-07;14;2;63,69;63,69
2017-11-07;15;2;63,35;63,35
2017-11-07;16;2;61,16;61,16
2017-11-07;17;2;58,41;58,41
2017-11-07;18;2;61,59;61,59
2017-11-07;19;2;63,81;63,81
2017-11-07;20;2;65,23;65,23
2017-11-07;21;2;64,59;64,59
2017-11-07;22;2;63,35;63,35
2017-11-07;23;2;62,52;62,52
2017-11-07;24;2;58,88;58,88
2017-11-07;5;3;48,58;44,00
2017-11-07;6;3;48,06;48,06
2017-11-07;7;3;57,10;57,10
2017-11-07;8;3;62,79;62,79
2017-11-07;9;3;63,73;63,73
2017-11-07;10;3;63,69;63,69
2017-11-07;11;3;63,00;63,00
2017-11-07;12;3;62,05;62,05
2017-11-07;13;3;62,58;62,58
2017-11-07;14;3;63,55;63,55
2017-11-07;15;3;62,69;62,69
2017-11-07;16;3;60,99;60,99
2017-11-07;17;3;58,07;58,07
2017-11-07;18;3;60,59;60,59
2017-11-07;19;3;62,88;62,88
2017-11-07;20;3;64,64;64,64
2017-11-07;21;3;64,64;64,64
2017-11-07;22;3;63,19;63,19
2017-11-07;23;3;62,13;62,13
2017-11-07;24;3;58,98;58,98
2017-11-07;8;4;62,79;62,79
2017-11-07;9;4;63,63;63,63
2017-11-07;10;4;63,95;63,95
2017-11-07;11;4;63,00;63,00
2017-11-07;12;4;62,05;62,05
2017-11-07;13;4;62,58;62,58
2017-11-07;14;4;62,18;62,18
2017-11-07;15;4;62,52;62,52
2017-11-07;16;4;59,99;59,99
2017-11-07;17;4;58,07;58,07
2017-11-07;18;4;59,59;59,59
2017-11-07;19;4;61,88;61,88
2017-11-07;20;4;63,45;63,45
2017-11-07;21;4;63,36;63,36
2017-11-07;22;4;62,93;62,93
2017-11-07;23;4;60,53;60,53
2017-11-07;24;4;56,98;56,98
2017-11-07;12;5;62,05;62,05
2017-11-07;13;5;62,58;62,58
2017-11-07;14;5;63,69;63,69
2017-11-07;15;5;63,35;63,35
2017-11-07;16;5;58,99;58,99
2017-11-07;17;5;57,25;57,25
2017-11-07;18;5;62,69;62,69
2017-11-07;19;5;63,19;63,19
2017-11-07;20;5;64,29;64,29
2017-11-07;21;5;64,64;64,64
2017-11-07;22;5;63,35;63,35
2017-11-07;23;5;60,53;60,53
2017-11-07;24;5;60,00;60,00
2017-11-07;16;6;55,09;55,09
2017-11-07;17;6;54,30;54,30
2017-11-07;18;6;62,79;62,79
2017-11-07;19;6;64,01;64,01
2017-11-07;20;6;65,65;65,65
2017-11-07;21;6;65,65;65,65
2017-11-07;22;6;63,33;63,33
2017-11-07;23;6;60,53;60,53
2017-11-07;24;6;60,00;60,00
2017-11-07;22;7;63,57;63,57
2017-11-07;23;7;63,10;63,10
2017-11-07;24;7;52,36;52,36
2017-11-08;1;0;54,88;54,88
2017-11-08;2;0;51,03;51,03
2017-11-08;3;0;48,60;48,60
2017-11-08;4;0;47,95;47,95
2017-11-08;5;0;47,81;47,81
2017-11-08;6;0;49,59;49,59
2017-11-08;7;0;55,00;55,00
2017-11-08;8;0;60,43;60,43
2017-11-08;9;0;61,14;61,14
2017-11-08;10;0;62,00;62,00
2017-11-08;11;0;61,00;61,00
2017-11-08;12;0;60,43;60,43
2017-11-08;13;0;60,53;60,53
2017-11-08;14;0;60,53;60,53
2017-11-08;15;0;59,47;59,47
2017-11-08;16;0;57,00;57,00
2017-11-08;17;0;56,02;56,02
2017-11-08;18;0;57,32;57,32
2017-11-08;19;0;60,53;60,53
2017-11-08;20;0;62,65;62,65
2017-11-08;21;0;63,21;63,21
2017-11-08;22;0;62,68;62,68
2017-11-08;23;0;60,58;60,58
2017-11-08;24;0;58,50;58,50
2017-11-08;1;1;51,88;51,88
2017-11-08;2;1;49,59;49,59
2017-11-08;3;1;48,56;48,56
2017-11-08;4;1;47,95;47,95
2017-11-08;5;1;47,20;47,20
2017-11-08;6;1;48,56;48,56
2017-11-08;7;1;52,01;52,01
2017-11-08;8;1;61,20;61,20
2017-11-08;9;1;61,95;61,95
2017-11-08;10;1;62,99;62,99
2017-11-08;11;1;62,90;62,90
2017-11-08;12;1;62,99;62,99
2017-11-08;13;1;62,99;62,99
2017-11-08;14;1;62,95;62,95
2017-11-08;15;1;61,17;61,17
2017-11-08;16;1;57,00;57,00
2017-11-08;17;1;55,27;55,27
2017-11-08;18;1;56,42;56,42
2017-11-08;19;1;62,03;62,03
2017-11-08;20;1;62,85;62,85
2017-11-08;21;1;63,31;63,31
2017-11-08;22;1;62,78;62,78
2017-11-08;23;1;60,68;60,68
2017-11-08;24;1;58,50;58,50
2017-11-08;1;2;53,33;53,33
2017-11-08;2;2;50,03;50,03
2017-11-08;3;2;49,60;49,60
2017-11-08;4;2;49,39;49,39
2017-11-08;5;2;48,10;48,10
2017-11-08;6;2;49,59;49,59
2017-11-08;7;2;53,00;53,00
2017-11-08;8;2;60,65;60,65
2017-11-08;9;2;61,87;61,87
2017-11-08;10;2;62,61;62,61
2017-11-08;11;2;63,34;63,34
2017-11-08;12;2;63,34;63,34
2017-11-08;13;2;63,34;63,34
2017-11-08;14;2;63,34;63,34
2017-11-08;15;2;61,67;61,67
2017-11-08;16;2;57,01;57,01
2017-11-08;17;2;55,77;55,77
2017-11-08;18;2;57,34;57,34
2017-11-08;19;2;63,12;63,12
2017-11-08;20;2;63,34;63,34
2017-11-08;21;2;63,61;63,61
2017-11-08;22;2;63,20;63,20
2017-11-08;23;2;62,03;62,03
2017-11-08;24;2;61,38;61,38
2017-11-08;5;3;49,93;49,93
2017-11-08;6;3;50,63;50,63
2017-11-08;7;3;62,31;62,31
2017-11-08;8;3;63,42;63,42
2017-11-08;9;3;63,77;63,77
2017-11-08;10;3;64,27;64,27
2017-11-08;11;3;64,77;64,77
2017-11-08;12;3;64,27;64,27
2017-11-08;13;3;64,27;64,27
2017-11-08;14;3;64,27;64,27
2017-11-08;15;3;63,47;63,47
2017-11-08;16;3;58,98;58,98
2017-11-08;17;3;56,02;56,02
2017-11-08;18;3;57,32;57,32
2017-11-08;19;3;62,03;62,03
2017-11-08;20;3;63,77;63,77
2017-11-08;21;3;64,00;64,00
2017-11-08;22;3;63,77;63,77
2017-11-08;23;3;63,17;63,17
2017-11-08;24;3;62,69;62,69
2017-11-08;8;4;64,00;64,00
2017-11-08;9;4;64,48;64,48
2017-11-08;10;4;65,27;65,27
2017-11-08;11;4;65,77;65,77
2017-11-08;12;4;65,19;65,19
2017-11-08;13;4;64,77;64,77
2017-11-08;14;4;65,27;65,27
2017-11-08;15;4;64,00;64,00
2017-11-08;16;4;57,00;57,00
2017-11-08;17;4;56,02;56,02
2017-11-08;18;4;57,32;57,32
2017-11-08;19;4;61,73;61,73
2017-11-08;20;4;63,65;63,65
2017-11-08;21;4;64,21;64,21
2017-11-08;22;4;63,77;63,77
2017-11-08;23;4;61,58;61,58
2017-11-08;24;4;60,60;60,60
2017-11-08;12;5;65,42;65,42
2017-11-08;13;5;65,42;65,42
2017-11-08;14;5;65,42;65,42
2017-11-08;15;5;63,78;63,78
2017-11-08;16;5;62,00;62,00
2017-11-08;17;5;56,52;56,52
2017-11-08;18;5;61,87;61,87
2017-11-08;19;5;63,56;63,56
2017-11-08;20;5;63,78;63,78
2017-11-08;21;5;65,00;65,00
2017-11-08;22;5;63,56;63,56
2017-11-08;23;5;63,12;63,12
2017-11-08;24;5;61,86;61,86
2017-11-08;16;6;63,34;63,34
2017-11-08;17;6;62,59;62,59
2017-11-08;18;6;63,12;63,12
2017-11-08;19;6;65,00;65,00
2017-11-08;20;6;65,00;65,00
2017-11-08;21;6;65,43;65,43
2017-11-08;22;6;62,70;62,70
2017-11-08;23;6;60,58;60,58
2017-11-08;24;6;58,70;58,70
2017-11-08;22;7;63,56;63,56
2017-11-08;23;7;63,12;63,12
2017-11-08;24;7;59,69;59,69
2017-11-09;1;0;58,07;58,07
2017-11-09;2;0;52,50;52,50
2017-11-09;3;0;50,46;50,46
2017-11-09;4;0;48,06;48,06
2017-11-09;5;0;47,00;47,00
2017-11-09;6;0;49,36;49,36
2017-11-09;7;0;54,15;54,15
2017-11-09;8;0;60,53;60,53
2017-11-09;9;0;61,34;61,34
2017-11-09;10;0;62,58;62,58
2017-11-09;11;0;61,00;61,00
2017-11-09;12;0;59,47;59,47
2017-11-09;13;0;59,47;59,47
2017-11-09;14;0;57,97;57,97
2017-11-09;15;0;56,83;56,83
2017-11-09;16;0;53,74;53,74
2017-11-09;17;0;52,15;52,15
2017-11-09;18;0;58,07;58,07
2017-11-09;19;0;61,84;61,84
2017-11-09;20;0;63,95;63,95
2017-11-09;21;0;65,01;65,01
2017-11-09;22;0;63,92;63,92
2017-11-09;23;0;60,52;60,52
2017-11-09;24;0;60,25;60,25
2017-11-09;1;1;60,07;60,07
2017-11-09;2;1;54,79;54,79
2017-11-09;3;1;50,98;50,98
2017-11-09;4;1;49,59;49,59
2017-11-09;5;1;48,00;48,00
2017-11-09;6;1;49,59;49,59
2017-11-09;7;1;54,15;54,15
2017-11-09;8;1;60,53;60,53
2017-11-09;9;1;61,35;61,35
2017-11-09;10;1;63,08;63,08
2017-11-09;11;1;61,01;61,01
2017-11-09;12;1;59,47;59,47
2017-11-09;13;1;59,47;59,47
2017-11-09;14;1;57,97;57,97
2017-11-09;15;1;56,83;56,83
2017-11-09;16;1;53,74;53,74
2017-11-09;17;1;52,15;52,15
2017-11-09;18;1;58,07;58,07
2017-11-09;19;1;61,85;61,85
2017-11-09;20;1;63,95;63,95
2017-11-09;21;1;65,01;65,01
2017-11-09;22;1;63,92;63,92
2017-11-09;23;1;61,74;61,74
2017-11-09;24;1;60,35;60,35
2017-11-09;1;2;64,20;64,20
2017-11-09;2;2;59,59;59,59
2017-11-09;3;2;55,46;55,46
2017-11-09;4;2;49,90;49,90
2017-11-09;5;2;49,59;49,59
